ID	NAME
932540579843	آدم بن سعد بن عيسى الكيلاني الأصل ثم المكي قطنها نحوا من عشرين سنة وزوج بها واسكن بأخرة رباط سكر وكان معتقدا . مات في ذي...
894468882439	آدم بن سعيد بن أبي بكر الجبرتي الحنفي نزيل مكة والمتوفى بها شابا قطنها مديما للاشتغال على فضلائها والواردين عليها في الف...
592193781771	آدم بن عبد الرحمن بن حاجي الوركاني مات سنة بضع وعشرين .
482252685324	أبان بن عثمان بن أبي بكر بن عبد الله بن ظهيرة بن أحمد بن عطية بن ظهيرة القرشي المكي ولد في آخر سنة أربعين وثمانمائة وسمع...
968473182222	أبجد رجل مجذوب كان يكثر التنقل من بيت المقدس إلى مكة صحبة الزين عبد القادر النووي المقدسي وانتفع بلحظه وما علمت متى مات ...
726805774351	إبراهيم بن إبراهيم بن محمد بن أحمد البصري نزيل مكة والآتي أبوه وأخواه محمد وإسماعيل ويعرف بابن زقزق ممن قطن مكة ورأيته ب...
456143142931	إبراهيم بن إبراهيم بن محمد بن عبد القادر بن محمد بن عبد القادر المحب أبو الفضل بن البرهان بن البدراني عبد الله الجعفري ا...
591279423508	إبراهيم بن إبراهيم بن محمد بن عبد الله بن محمد بن مسعود القاهري المولد والدار الآتي أبوه . ويعرف كل منهما بابن سابق ولد ...
560145104919	إبراهيم بن إبراهيم بن محمد برهان الدين النووي الدمشقي الشافعي ويقال إنه قريب النووي أخذ عن التقى بن قاضي شهبة وتكسب بالش...
491647926297	إبراهيم بن أحمد بن إبراهيم بن عبد الرحمن بن أبي بكر القاضي برهان الدين الأبودري ثم القاهري الأزهري المالكي سبط الزين عبي...
397863288858	إبراهيم بن أحمد بن إبراهيم برهان الدين الشيرازي الموقت لقيه الحافظ الجمال ابن موسى المراكشي باسكندرية وترجمه بالاستاذ ال...
383531352090	إبراهيم بن أحمد بن إبراهيم الرومي الأصل العجمي الحنفي نزيل القاهرة وأخو حيدر الآتي له ذكر فيه .
836985946142	إبراهيم بن أحمد بن أحمد الميلق بن محمد بن عبد الواحد القاضي برهان الدين ابن الخطيب البدر اللخمي الحسيني نسبة لجدله القاه...
558849064990	إبراهيم بن أحمد بن أحمد بن محمود بن موسى المقدسي الأصل الدمشقي الحنفي ثم الشافعي أخو الزين عبد الرحمن الهمامي وعبد الرزا...
430117486625	إبراهيم بن أحمد بن إسماعيل بن محمد بن إسماعيل الفقيه برهان الدين بن قطب الدين القلقشندي الأصل المصري الشافعي الأطروش أخو...
953897975842	إبراهيم بن أحمد بن أبي بكر بن خليفة البجائي قاضيها في زمنه . مات في سنة ست وستين أرخه ابن عزم .
601484165157	إبراهيم بن أحمد بن ثابت النابلسي شخص من بني عبد القادر شيوخ نابلس نشأ بها فتعلم الكتابة وقرأ شيئا من القرآن وانتمى لقاضي...
648720416806	إبراهيم بن أحمد بن حسن بن أحمد بن محمد بن أحمد برهان الدين العجلوني ثم المقدسي الشافعي نزيل القاهرة كان أبوه برادعيا فنش...
471683039269	إبراهيم بن أحمد بن حسن بن الغرس خليل بن محمد بن خليل بن رمضان بن الخضر بن خليل بن أبي الحسن برهان الدين أبو اسحاق بن الش...
492541313064	إبراهيم بن أحمد بن حسن بن علي بن محمد بن عبد الرحمن الأذرعي الأصل أحد الأخوة من بني الإمام شهاب الدين وشقيق الكمال محمد ...
961292533802	إبراهيم بن أحمد بن حسين الموصلي ثم المصري المالكي نزيل مكة كذا ذكره شيخنا والمقريزي بن محمد بن حسين .
873962930220	إبراهيم بن أحمد بن خضر الصالحي الحنفي مات سنة ست عشرة .
911426453549	إبراهيم بن أحمد بن خلف النبي ثم القاهري المالكي التاجر بسوق العمى خارج باب الفتوح ووالد أحمد ومحمد الآتيين كان خيرا متعب...
759273881646	إبراهيم بن أحمد بن رجب بن محمد بن عثمان بن جميل بن محمد بن أحمد بن عثمان بن سعادة بن عيسى بن موسى أبي البركات بن عدي بن ...
656920281134	إبراهيم بن أحمد بن عامر السعدي شيخ عمر دهرا فيما قيل وحدث بالإجازة العامة عن الفخر بن البخاري روى عنه التقى أبو بكر القل...
607335219248	إبراهيم بن أحمد بن عبد الرحمن بن عوض الطنتدائي الأصل القاهري الشافعي الآتي أبوه وأخوه عبد الرحمن لم يكن ممن سلك طريق وال...
588217581615	إبراهيم بن أحمد بن عبد الرحمن بن محمد بن يوسف بن أحمد بن عبد الدائم سعد الدين بن تقى الدين بن ناظر الجيش المحب الحلبي ال...
515228303406	إبراهيم بن أحمد بن عبد الكافي بن علي أو عبد الله السيد برهان الدين أبو الخير الحسني الطباطبي الشافعي المقرئ نزيل الحرمين...
213754314796	إبراهيم بن أحمد بن عبد اللطيف بن نجم بن عبد المعطي البرماوي والد الفخر عثمان وإخوته . مات كما قاله شيخنا في ترجمة ولده ق...
695465934901	إبراهيم بن أحمد بن عثمان بن علي بن عثمان بن علي بن عثمان بن سعد بن أبي المعالي البرهان أبو إسحق وأبو الوفاء بن الشهاب أب...
579627647029	إبراهيم بن أحمد بن علي بن خلف بن عبد العزيز بن بدران برهان الدين ابن إسحاق بن محمد البرهان الخليلي الدارمي عرف بابن المح...
412983754808	إبراهيم بن أحمد بن علي بن خلف بن عبد العزيز بن بدران برهان الدين أبو السعود بن الشهاب الطنتدائي الحسيني نسبة لسكنى الحسي...
401914986553	إبراهيم بن أحمد بن علي بن سليمان بن سليم بن فريح بن أحمد الإمام الفقيه برهان الدين أبو إسحق البيجوري نسبة لقرية بالمنوفي...
485406801977	إبراهيم بن أحمد بن علي بن عمر الأديب برهان الدين أبو محمد بن الشهاب الكناني العسقلاني الأصل المليجي القاهري الشافعي خطيب...
737580941371	إبراهيم بن أحمد بن علي برهان الدين السويفي ثم القاهري أخو نور الدين علي الإمام الآتي . ولد في سنة ثلاث وتسعين وسبعمائة و...
